task_id,profession,letter_type,classification_method,is_canonical,task_title,pdf_filename,source_path,file_bytes,asset_role,ai_confidence,review_flag,pending_review,import_status,source_id,case_note_text,notes
W-0144,nursing,Other,fallback-other,no,Walter Pitman,FB_IMG_1562107408571.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Walter Pitman/FB_IMG_1562107408571.jpg,24814,Supplementary,,needs_review,yes,prepared-filesystem,c7917ba4496a,,unclassified by deterministic rules; requires admin review before publish
W-0145,nursing,Other,fallback-other,no,Walter Pitman,FB_IMG_1562107412009.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/New Writing Tasks/Walter Pitman/FB_IMG_1562107412009.jpg,19323,Supplementary,,needs_review,yes,prepared-filesystem,19870fd6f601,,unclassified by deterministic rules; requires admin review before publish
W-0146,nursing,Other,fallback-other,no,Nursing Case Notes,#oet_medicine_writing_case_notes_099_cathy_jones_suspected_ectopic_pregnancy.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/#oet_medicine_writing_case_notes_099_cathy_jones_suspected_ectopic_pregnancy.pdf,371963,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,eba6ea604e76,,unclassified by deterministic rules; requires admin review before publish
W-0147,nursing,Other,fallback-other,no,Nursing Case Notes,Adam White.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Adam White.jpg,49599,Supplementary,,needs_review,yes,prepared-filesystem,5a52ae12b412,,unclassified by deterministic rules; requires admin review before publish
W-0148,nursing,Other,fallback-other,no,Nursing Case Notes,Ann Ballard.docx,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Ann Ballard.docx,17250,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,68661a4465a0,,unclassified by deterministic rules; requires admin review before publish
W-0149,nursing,Other,fallback-other,no,Nursing Case Notes,Beryl casey.PNG,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Beryl casey.PNG,337860,Supplementary,,needs_review,yes,prepared-filesystem,5f4aee1c3044,,unclassified by deterministic rules; requires admin review before publish
W-0150,nursing,Other,fallback-other,no,Nursing Case Notes,CamScanner 12-20-2021 15.59.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/CamScanner 12-20-2021 15.59.pdf,498966,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,12c156aacc3a,,unclassified by deterministic rules; requires admin review before publish
W-0151,nursing,Other,fallback-other,no,Nursing Case Notes,Exam practice 1 ( Kevin Brown ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Exam practice 1 ( Kevin Brown ).pdf,1070335,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,0ecd2e4d5d8d,,unclassified by deterministic rules; requires admin review before publish
W-0152,nursing,Other,fallback-other,no,Nursing Case Notes,Jake Cruz.docx,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Jake Cruz.docx,18779,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,d3c61eafd749,,unclassified by deterministic rules; requires admin review before publish
W-0153,nursing,Other,fallback-other,no,Nursing Case Notes,James Andersen.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/James Andersen.jpg,218244,Supplementary,,needs_review,yes,prepared-filesystem,b72545c2b608,,unclassified by deterministic rules; requires admin review before publish
W-0154,nursing,Other,fallback-other,no,Nursing Case Notes,Jasmine Thompson.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Jasmine Thompson.pdf,1559157,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,db8cb4b5ab51,,unclassified by deterministic rules; requires admin review before publish
W-0155,nursing,Other,fallback-other,no,Nursing Case Notes,Jen Smith.docx,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Jen Smith.docx,18711,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,1f9302307bd0,,unclassified by deterministic rules; requires admin review before publish
W-0156,nursing,Other,fallback-other,no,Nursing Case Notes,Julia Montoa.docx,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Julia Montoa.docx,16573,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,062f15e42ca8,,unclassified by deterministic rules; requires admin review before publish
W-0157,nursing,Other,fallback-other,no,Nursing Case Notes,Lionel ramamurthy.png,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Lionel ramamurthy.png,252194,Supplementary,,needs_review,yes,prepared-filesystem,9877cee20c76,,unclassified by deterministic rules; requires admin review before publish
W-0158,nursing,Other,fallback-other,no,Nursing Case Notes,Margaret Helen Martin.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Margaret Helen Martin.pdf,1599010,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,30c6bbd60237,,unclassified by deterministic rules; requires admin review before publish
W-0159,nursing,update_discharge,importer-hint-map,yes,Nursing Case Notes,margery drake ( Discharge letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/margery drake ( Discharge letter ).pdf,910086,CaseNotes-candidate,,,no,prepared-filesystem,33fbdd7bb5a7,,
W-0160,nursing,Other,fallback-other,no,Nursing Case Notes,Mary Bell.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Mary Bell.pdf,1579086,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,beec954774e2,,unclassified by deterministic rules; requires admin review before publish
W-0161,nursing,Other,fallback-other,no,Nursing Case Notes,Monica Osburn.png,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Monica Osburn.png,181832,Supplementary,,needs_review,yes,prepared-filesystem,20bb6b0f1478,,unclassified by deterministic rules; requires admin review before publish
W-0162,nursing,update_discharge,importer-hint-map,yes,Nursing Case Notes,Mr Gerald Baker ( Discharge letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Mr Gerald Baker ( Discharge letter ).pdf,277176,CaseNotes-candidate,,,no,prepared-filesystem,0d2b4d771dda,,
W-0163,nursing,transfer_letter,convention-parser-regex,yes,Nursing Case Notes,Mr Phillip Satchell ( Transfer letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Mr Phillip Satchell ( Transfer letter ).pdf,240422,CaseNotes-candidate,,,no,prepared-filesystem,1381055be0fd,,
W-0164,nursing,Other,fallback-other,no,Nursing Case Notes,Ms Cathy Jones.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Ms Cathy Jones.pdf,2954381,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,8f0b036b027f,,unclassified by deterministic rules; requires admin review before publish
W-0165,nursing,update_discharge,importer-hint-map,yes,Nursing Case Notes,Ms Sheila Cartwright ( Discharge letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Ms Sheila Cartwright ( Discharge letter ).pdf,264122,CaseNotes-candidate,,,no,prepared-filesystem,e9953ff0e0d1,,
W-0166,nursing,Other,fallback-other,no,Nursing Case Notes,Nursing case notes 1.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Nursing case notes 1.pdf,896840,CaseNotes,,needs_review,yes,prepared-filesystem,0e44c3140ed0,,unclassified by deterministic rules; requires admin review before publish
W-0167,nursing,Other,fallback-other,no,Nursing Case Notes,Nursing case notes 2.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Nursing case notes 2.pdf,5676764,CaseNotes,,needs_review,yes,prepared-filesystem,9c79105d073f,,unclassified by deterministic rules; requires admin review before publish
W-0168,nursing,Other,fallback-other,no,Nursing Case Notes,Nursing letter sample.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Nursing letter sample.pdf,745014,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,c1fc415b420a,,unclassified by deterministic rules; requires admin review before publish
W-0169,nursing,Other,fallback-other,no,Nursing Case Notes,Peter Black.docx,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/Peter Black.docx,11750,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,266f791f6d7c,,unclassified by deterministic rules; requires admin review before publish
W-0170,nursing,Other,fallback-other,no,Nursing Case Notes,robert 1.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/robert 1.jpg,38135,Supplementary,,needs_review,yes,prepared-filesystem,566e07663ed2,,unclassified by deterministic rules; requires admin review before publish
W-0171,nursing,Other,fallback-other,no,Nursing Case Notes,robert 2.jpg,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Case Notes/robert 2.jpg,47547,Supplementary,,needs_review,yes,prepared-filesystem,68304630ce70,,unclassified by deterministic rules; requires admin review before publish
W-0172,nursing,update_discharge,importer-hint-map,yes,Nursing Corrected letters,Mr Lionel Ramamurthy ( Discharge Corrected letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Corrected letters/Mr Lionel Ramamurthy ( Discharge Corrected letter ).pdf,67201,ModelAnswer,,,no,prepared-filesystem,016023d36412,,
W-0173,nursing,Other,fallback-other,no,Nursing Corrected letters,Mr Stephen Kerry ( Referral letter Corrected ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Corrected letters/Mr Stephen Kerry ( Referral letter Corrected ).pdf,344687,ModelAnswer,,needs_review,yes,prepared-filesystem,a5c90bbc53fb,,unclassified by deterministic rules; requires admin review before publish
W-0174,nursing,urgent_referral,convention-parser-regex,yes,Nursing Corrected letters,Ms Patricia Styles ( Urgent Referral Corrected ).docx,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Corrected letters/Ms Patricia Styles ( Urgent Referral Corrected ).docx,13708,ModelAnswer,,,no,prepared-filesystem,fbc0e09d50f0,,
W-0175,nursing,urgent_referral,convention-parser-regex,yes,Nursing Corrected letters,Ms Patricia Styles ( Urgent Referral Corrected ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Corrected letters/Ms Patricia Styles ( Urgent Referral Corrected ).pdf,74942,ModelAnswer,,,no,prepared-filesystem,90b626ff2b49,,
W-0176,nursing,Other,fallback-other,no,Nursing Official Samples,Jake Peterson ( Referral of a child ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Official Samples/Jake Peterson ( Referral of a child ).pdf,724170,CaseNotes-candidate,,needs_review,yes,prepared-filesystem,aec2c6950ae5,,unclassified by deterministic rules; requires admin review before publish
W-0177,nursing,update_discharge,importer-hint-map,yes,Nursing Official Samples,Mr George Gale ( Discharge letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Official Samples/Mr George Gale ( Discharge letter ).pdf,642663,CaseNotes-candidate,,,no,prepared-filesystem,098b09d90bb1,,
W-0178,nursing,update_discharge,importer-hint-map,yes,Nursing Official Samples,Mr Lionel Ramamurthy ( Discharge letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Official Samples/Mr Lionel Ramamurthy ( Discharge letter ).pdf,816636,CaseNotes-candidate,,,no,prepared-filesystem,8009a6c0766f,,
W-0179,nursing,transfer_letter,convention-parser-regex,yes,Nursing Official Samples,Mr Peter Dunbar ( Transfer letter ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Official Samples/Mr Peter Dunbar ( Transfer letter ).pdf,747143,CaseNotes-candidate,,,no,prepared-filesystem,ae8bac504a54,,
W-0180,nursing,urgent_referral,convention-parser-regex,yes,Nursing Official Samples,Ms Patricia Styles ( Urgent referral ).pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Nursing Official Samples/Ms Patricia Styles ( Urgent referral ).pdf,681929,CaseNotes-candidate,,,no,prepared-filesystem,6244c976286e,,
W-0181,nursing,Other,fallback-other,no,Nursing,Writing Criteria.pdf,OET/Materials ( To be Uploaded )/Writing/Nursing/Writing Criteria.pdf,131395,Reference,,needs_review,yes,prepared-filesystem,1af6f9c2f931,,unclassified by deterministic rules; requires admin review before publish
W-0182,pharmacy,update_discharge,importer-hint-map,yes,Mr. Colin Barrett - Discharge letter,Discharge letter ( Case notes ) - Mr. Collin Barrett .pdf,OET/Materials ( To be Uploaded )/Writing/Pharmacy/Corrected Letters/Mr. Colin Barrett - Discharge letter/Discharge letter ( Case notes ) - Mr. Collin Barrett .pdf,256298,CaseNotes,,,no,prepared-filesystem,fd9c779c6bb3,,
W-0183,pharmacy,update_discharge,importer-hint-map,yes,Mr. Colin Barrett - Discharge letter,Mr Colin Barrett.pdf,OET/Materials ( To be Uploaded )/Writing/Pharmacy/Corrected Letters/Mr. Colin Barrett - Discharge letter/Mr Colin Barrett.pdf,98124,CaseNotes-candidate,,,no,prepared-filesystem,9611f42b8454,,
W-0184,pharmacy,Other,fallback-other,no,Mr. Henry Styles - Advice & information letter - to the Pt himself,A letter to the pt himself ( Case notes ) - Mr. Henry Styles.pdf,OET/Materials ( To be Uploaded )/Writing/Pharmacy/Corrected Letters/Mr. Henry Styles - Advice & information letter - to the Pt himself/A letter to the pt himself ( Case notes ) - Mr. Henry Styles.pdf,324904,CaseNotes,,needs_review,yes,prepared-filesystem,2c127f7ee297,,unclassified by deterministic rules; requires admin review before publish
W-0185,pharmacy,routine_referral,convention-parser-regex,yes,Ms. Alexia Rollinson - Routine Referral,Ms Alexia Rollinson - Corrected letter .pdf,OET/Materials ( To be Uploaded )/Writing/Pharmacy/Corrected Letters/Ms. Alexia Rollinson - Routine Referral/Ms Alexia Rollinson - Corrected letter .pdf,349584,ModelAnswer,,,no,prepared-filesystem,a5777389238c,,
W-0186,pharmacy,routine_referral,convention-parser-regex,yes,Ms. Alexia Rollinson - Routine Referral,Referral letter ( Case notes ) - Ms. Alexia Rollinson.pdf,OET/Materials ( To be Uploaded )/Writing/Pharmacy/Corrected Letters/Ms. Alexia Rollinson - Routine Referral/Referral letter ( Case notes ) - Ms. Alexia Rollinson.pdf,791340,CaseNotes,,,no,prepared-filesystem,9a9cf4e77ad2,,
W-0187,pharmacy,Other,fallback-other,no,Pharmacy,Grammar Rules 1.pdf,OET/Materials ( To be Uploaded )/Writing/Pharmacy/Grammar Rules 1.pdf,1481315,Reference,,needs_review,yes,prepared-filesystem,ac2115de3f55,,unclassified by deterministic rules; requires admin review before publish
